station,block_no,year,max_24h_mm,date,raw_value,statistical_break,usable,value_classes,row_classes,row_html
千葉,47682,2016,106.0,9/20 20:00,106.0,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2016&amp;month=&amp;day=&amp;view=a5"">2016</a></div></td><td class=""data_0_0"">54.0</td><td class=""data_0_0""> 9/13 11:00</td><td class=""data_0_0"">72.0</td><td class=""data_0_0""> 9/13 11:40</td><td class=""data_0_0"">76.0</td><td class=""data_0_0""> 9/13 12:30</td><td class=""data_0_0"">80.0</td><td class=""data_0_0""> 8/22 18:30</td><td class=""data_0_0"">106.0</td><td class=""data_0_0""> 9/20 20:00</td><td class=""data_0_0"">114.5</td><td class=""data_0_0""> 9/21 16:30</td><td class=""data_0_0"">140.0</td><td class=""data_0_0""> 9/22 16:30</td></tr>"
千葉,47682,2017,124.5,10/23 01:50,124.5,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2017&amp;month=&amp;day=&amp;view=a5"">2017</a></div></td><td class=""data_0_0"">31.5</td><td class=""data_0_0""> 9/28 06:30</td><td class=""data_0_0"">62.5</td><td class=""data_0_0""> 9/28 07:20</td><td class=""data_0_0"">86.5</td><td class=""data_0_0""> 9/28 08:10</td><td class=""data_0_0"">97.0</td><td class=""data_0_0"">10/29 20:40</td><td class=""data_0_0"">124.5</td><td class=""data_0_0"">10/23 01:50</td><td class=""data_0_0"">143.5</td><td class=""data_0_0"">10/23 07:50</td><td class=""data_0_0"">146.5</td><td class=""data_0_0"">10/23 07:50</td></tr>"
千葉,47682,2018,76.5,10/01 02:20,76.5,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2018&amp;month=&amp;day=&amp;view=a5"">2018</a></div></td><td class=""data_0_0"">32.0</td><td class=""data_0_0""> 9/30 07:30</td><td class=""data_0_0"">38.0</td><td class=""data_0_0""> 5/13 21:00</td><td class=""data_0_0"">50.5</td><td class=""data_0_0""> 5/13 21:00</td><td class=""data_0_0"">55.0</td><td class=""data_0_0""> 9/30 15:20</td><td class=""data_0_0"">76.5</td><td class=""data_0_0"">10/01 02:20</td><td class=""data_0_0"">84.0</td><td class=""data_0_0""> 5/09 15:00</td><td class=""data_0_0"">87.5</td><td class=""data_0_0""> 5/10 15:00</td></tr>"
千葉,47682,2019,181.5,10/26 04:10,181.5,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2019&amp;month=&amp;day=&amp;view=a5"">2019</a></div></td><td class=""data_0_0"">43.5</td><td class=""data_0_0"">10/25 12:00</td><td class=""data_0_0"">84.0</td><td class=""data_0_0"">10/25 12:10</td><td class=""data_0_0"">128.0</td><td class=""data_0_0"">10/25 13:00</td><td class=""data_0_0"">181.5</td><td class=""data_0_0"">10/25 16:10</td><td class=""data_0_0"">181.5</td><td class=""data_0_0"">10/26 04:10</td><td class=""data_0_0"">181.5</td><td class=""data_0_0"">10/27 04:10</td><td class=""data_0_0"">181.5</td><td class=""data_0_0"">10/28 04:10</td></tr>"
千葉,47682,2020,93.0,1/29 04:00,93.0,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2020&amp;month=&amp;day=&amp;view=a5"">2020</a></div></td><td class=""data_0_0"">41.5</td><td class=""data_0_0""> 9/05 19:30</td><td class=""data_0_0"">49.5</td><td class=""data_0_0""> 9/05 21:20</td><td class=""data_0_0"">64.0</td><td class=""data_0_0""> 1/29 03:40</td><td class=""data_0_0"">78.0</td><td class=""data_0_0""> 1/29 03:50</td><td class=""data_0_0"">93.0</td><td class=""data_0_0""> 1/29 04:00</td><td class=""data_0_0"">105.0</td><td class=""data_0_0""> 7/27 02:50</td><td class=""data_0_0"">133.0</td><td class=""data_0_0"">10/10 22:40</td></tr>"
千葉,47682,2021,168.0,7/03 09:00,168.0,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2021&amp;month=&amp;day=&amp;view=a5"">2021</a></div></td><td class=""data_0_0"">36.5</td><td class=""data_0_0""> 7/30 11:50</td><td class=""data_0_0"">46.5</td><td class=""data_0_0"">12/01 08:00</td><td class=""data_0_0"">68.5</td><td class=""data_0_0""> 8/08 06:30</td><td class=""data_0_0"">116.0</td><td class=""data_0_0""> 7/03 08:30</td><td class=""data_0_0"">168.0</td><td class=""data_0_0""> 7/03 09:00</td><td class=""data_0_0"">222.5</td><td class=""data_0_0""> 7/03 07:30</td><td class=""data_0_0"">254.5</td><td class=""data_0_0""> 7/04 03:00</td></tr>"
千葉,47682,2022,76.0,8/14 11:30,76.0,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2022&amp;month=&amp;day=&amp;view=a5"">2022</a></div></td><td class=""data_0_0"">51.0</td><td class=""data_0_0""> 8/13 20:00</td><td class=""data_0_0"">60.5</td><td class=""data_0_0""> 8/13 20:00</td><td class=""data_0_0"">65.5</td><td class=""data_0_0""> 8/13 22:20</td><td class=""data_0_0"">76.0</td><td class=""data_0_0""> 8/13 23:30</td><td class=""data_0_0"">76.0</td><td class=""data_0_0""> 8/14 11:30</td><td class=""data_0_0"">95.5</td><td class=""data_0_0""> 7/14 22:20</td><td class=""data_0_0"">130.0</td><td class=""data_0_0""> 7/15 22:20</td></tr>"
千葉,47682,2023,219.5,9/09 02:20,219.5,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2023&amp;month=&amp;day=&amp;view=a5"">2023</a></div></td><td class=""data_0_0"">63.0</td><td class=""data_0_0""> 9/08 11:40</td><td class=""data_0_0"">99.0</td><td class=""data_0_0""> 9/08 11:40</td><td class=""data_0_0"">162.5</td><td class=""data_0_0""> 9/08 11:50</td><td class=""data_0_0"">209.0</td><td class=""data_0_0""> 9/08 14:00</td><td class=""data_0_0"">219.5</td><td class=""data_0_0""> 9/09 02:20</td><td class=""data_0_0"">233.5</td><td class=""data_0_0""> 9/08 19:00</td><td class=""data_0_0"">246.5</td><td class=""data_0_0""> 9/09 08:10</td></tr>"
千葉,47682,2024,99.0,6/19 03:00,99.0,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2024&amp;month=&amp;day=&amp;view=a5"">2024</a></div></td><td class=""data_0_0"">49.5</td><td class=""data_0_0""> 7/30 16:30</td><td class=""data_0_0"">49.5</td><td class=""data_0_0""> 7/30 18:30</td><td class=""data_0_0"">58.5</td><td class=""data_0_0"">10/09 05:10</td><td class=""data_0_0"">90.5</td><td class=""data_0_0""> 6/18 18:20</td><td class=""data_0_0"">99.0</td><td class=""data_0_0""> 6/19 03:00</td><td class=""data_0_0"">120.5</td><td class=""data_0_0""> 8/31 21:00</td><td class=""data_0_0"">130.0</td><td class=""data_0_0""> 9/01 21:00</td></tr>"
千葉,47682,2025,118.5,9/12 15:30,118.5,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_s1.php?prec_no=45&amp;block_no=47682&amp;year=2025&amp;month=&amp;day=&amp;view=a5"">2025</a></div></td><td class=""data_0_0"">56.5</td><td class=""data_0_0""> 9/12 13:30</td><td class=""data_0_0"">91.0</td><td class=""data_0_0""> 9/12 15:00</td><td class=""data_0_0"">91.0</td><td class=""data_0_0""> 9/12 18:00</td><td class=""data_0_0"">91.0</td><td class=""data_0_0""> 9/12 24:00</td><td class=""data_0_0"">118.5</td><td class=""data_0_0""> 9/12 15:30</td><td class=""data_0_0"">120.5</td><td class=""data_0_0""> 9/13 15:30</td><td class=""data_0_0"">122.0</td><td class=""data_0_0""> 9/13 14:50</td></tr>"
茂原,0381,1976,94.0,6/16 20:00,94,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1976&amp;month=&amp;day=&amp;view=a5"">1976</a></div></td><td class=""data_0_0"">41</td><td class=""data_0_0""> 6/15 24:00</td><td class=""data_0_0"">85</td><td class=""data_0_0""> 6/15 24:00</td><td class=""data_0_0"">94</td><td class=""data_0_0""> 6/16 02:00</td><td class=""data_0_0"">94</td><td class=""data_0_0""> 6/16 08:00</td><td class=""data_0_0"">94</td><td class=""data_0_0""> 6/16 20:00</td><td class=""data_0_0"">100</td><td class=""data_0_0""> 6/16 01:00</td><td class=""data_0_0"">110</td><td class=""data_0_0""> 6/16 16:00</td></tr>"
茂原,0381,1977,154.0,9/20 01:00,154,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1977&amp;month=&amp;day=&amp;view=a5"">1977</a></div></td><td class=""data_0_0"">40</td><td class=""data_0_0"">11/17 05:00</td><td class=""data_0_0"">88</td><td class=""data_0_0"">11/17 06:00</td><td class=""data_0_0"">107</td><td class=""data_0_0"">11/17 07:00</td><td class=""data_0_0"">119</td><td class=""data_0_0"">11/17 13:00</td><td class=""data_0_0"">154</td><td class=""data_0_0""> 9/20 01:00</td><td class=""data_0_0"">154</td><td class=""data_0_0""> 9/21 01:00</td><td class=""data_0_0"">154</td><td class=""data_0_0""> 9/22 01:00</td></tr>"
茂原,0381,1978,98.0,6/23 23:00,98,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1978&amp;month=&amp;day=&amp;view=a5"">1978</a></div></td><td class=""data_0_0"">21</td><td class=""data_0_0""> 6/23 01:00</td><td class=""data_0_0"">37</td><td class=""data_0_0""> 6/23 11:00</td><td class=""data_0_0"">58</td><td class=""data_0_0""> 6/23 13:00</td><td class=""data_0_0"">89</td><td class=""data_0_0""> 6/23 12:00</td><td class=""data_0_0"">98</td><td class=""data_0_0""> 6/23 23:00</td><td class=""data_0_0"">108</td><td class=""data_0_0""> 6/24 23:00</td><td class=""data_0_0"">109</td><td class=""data_0_0""> 6/25 23:00</td></tr>"
茂原,0381,1979,91.0,10/19 16:00,91,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1979&amp;month=&amp;day=&amp;view=a5"">1979</a></div></td><td class=""data_0_0"">51</td><td class=""data_0_0""> 7/27 16:00</td><td class=""data_0_0"">68</td><td class=""data_0_0""> 7/27 18:00</td><td class=""data_0_0"">69</td><td class=""data_0_0""> 7/27 21:00</td><td class=""data_0_0"">78</td><td class=""data_0_0"">11/11 05:00</td><td class=""data_0_0"">91</td><td class=""data_0_0"">10/19 16:00</td><td class=""data_0_0"">91</td><td class=""data_0_0"">10/20 16:00</td><td class=""data_0_0"">99</td><td class=""data_0_0"">10/01 05:00</td></tr>"
茂原,0381,1980,135.0,8/03 13:00,135,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1980&amp;month=&amp;day=&amp;view=a5"">1980</a></div></td><td class=""data_0_0"">60</td><td class=""data_0_0""> 9/08 11:00</td><td class=""data_0_0"">70</td><td class=""data_0_0""> 9/08 13:00</td><td class=""data_0_0"">87</td><td class=""data_0_0""> 9/08 15:00</td><td class=""data_0_0"">101</td><td class=""data_0_0"">10/15 03:00</td><td class=""data_0_0"">135</td><td class=""data_0_0""> 8/03 13:00</td><td class=""data_0_0"">164</td><td class=""data_0_0""> 8/04 10:00</td><td class=""data_0_0"">164</td><td class=""data_0_0""> 8/05 10:00</td></tr>"
茂原,0381,1981,145.0,10/23 06:00,145,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1981&amp;month=&amp;day=&amp;view=a5"">1981</a></div></td><td class=""data_0_0"">26</td><td class=""data_0_0""> 5/18 01:00</td><td class=""data_0_0"">46</td><td class=""data_0_0"">10/22 21:00</td><td class=""data_0_0"">69</td><td class=""data_0_0"">10/22 20:00</td><td class=""data_0_0"">123</td><td class=""data_0_0"">10/22 23:00</td><td class=""data_0_0"">145</td><td class=""data_0_0"">10/23 06:00</td><td class=""data_0_0"">145</td><td class=""data_0_0"">10/24 06:00</td><td class=""data_0_0"">145</td><td class=""data_0_0"">10/25 06:00</td></tr>"
茂原,0381,1982,107.0,9/12 17:00,107,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1982&amp;month=&amp;day=&amp;view=a5"">1982</a></div></td><td class=""data_0_0"">24</td><td class=""data_0_0""> 9/10 22:00</td><td class=""data_0_0"">49</td><td class=""data_0_0""> 9/25 16:00</td><td class=""data_0_0"">66</td><td class=""data_0_0"">10/20 02:00</td><td class=""data_0_0"">83</td><td class=""data_0_0""> 9/12 20:00</td><td class=""data_0_0"">107</td><td class=""data_0_0""> 9/12 17:00</td><td class=""data_0_0"">155</td><td class=""data_0_0""> 9/12 18:00</td><td class=""data_0_0"">176</td><td class=""data_0_0""> 9/13 11:00</td></tr>"
茂原,0381,1983,116.0,2/18 01:00,116,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1983&amp;month=&amp;day=&amp;view=a5"">1983</a></div></td><td class=""data_0_0"">37</td><td class=""data_0_0""> 9/01 13:00</td><td class=""data_0_0"">61</td><td class=""data_0_0""> 8/15 10:00</td><td class=""data_0_0"">85</td><td class=""data_0_0""> 8/15 12:00</td><td class=""data_0_0"">97</td><td class=""data_0_0""> 8/15 15:00</td><td class=""data_0_0"">116</td><td class=""data_0_0""> 2/18 01:00</td><td class=""data_0_0"">141</td><td class=""data_0_0""> 8/17 08:00</td><td class=""data_0_0"">194</td><td class=""data_0_0""> 8/18 06:00</td></tr>"
茂原,0381,1984,60.0,6/23 20:00,60 ],False,False,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1984&amp;month=&amp;day=&amp;view=a5"">1984</a></div></td><td class=""data_0_0"">18 ]</td><td class=""data_0_0""> 7/20 19:00</td><td class=""data_0_0"">29 ]</td><td class=""data_0_0""> 6/23 10:00</td><td class=""data_0_0"">44 ]</td><td class=""data_0_0""> 6/23 12:00</td><td class=""data_0_0"">56 ]</td><td class=""data_0_0""> 6/23 12:00</td><td class=""data_0_0"">60 ]</td><td class=""data_0_0""> 6/23 20:00</td><td class=""data_0_0"">62 ]</td><td class=""data_0_0""> 6/23 14:00</td><td class=""data_0_0"">97 ]</td><td class=""data_0_0""> 6/29 16:00</td></tr>"
茂原,0381,1985,146.0,7/01 08:00,146,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1985&amp;month=&amp;day=&amp;view=a5"">1985</a></div></td><td class=""data_0_0"">26</td><td class=""data_0_0""> 6/30 10:00</td><td class=""data_0_0"">51</td><td class=""data_0_0""> 6/30 12:00</td><td class=""data_0_0"">76</td><td class=""data_0_0""> 6/30 14:00</td><td class=""data_0_0"">108</td><td class=""data_0_0""> 2/09 18:00</td><td class=""data_0_0"">146</td><td class=""data_0_0""> 7/01 08:00</td><td class=""data_0_0"">158</td><td class=""data_0_0""> 7/01 22:00</td><td class=""data_0_0"">180</td><td class=""data_0_0""> 7/01 06:00</td></tr>"
茂原,0381,1986,249.0,8/05 04:00,249,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1986&amp;month=&amp;day=&amp;view=a5"">1986</a></div></td><td class=""data_0_0"">33</td><td class=""data_0_0""> 8/04 16:00</td><td class=""data_0_0"">77</td><td class=""data_0_0""> 8/04 17:00</td><td class=""data_0_0"">102</td><td class=""data_0_0""> 8/04 19:00</td><td class=""data_0_0"">173</td><td class=""data_0_0""> 8/05 01:00</td><td class=""data_0_0"">249</td><td class=""data_0_0""> 8/05 04:00</td><td class=""data_0_0"">253</td><td class=""data_0_0""> 8/06 02:00</td><td class=""data_0_0"">253</td><td class=""data_0_0""> 8/07 02:00</td></tr>"
茂原,0381,1987,90.0,9/04 11:00,90,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1987&amp;month=&amp;day=&amp;view=a5"">1987</a></div></td><td class=""data_0_0"">18</td><td class=""data_0_0""> 9/25 07:00</td><td class=""data_0_0"">35</td><td class=""data_0_0""> 9/04 04:00</td><td class=""data_0_0"">55</td><td class=""data_0_0""> 6/29 08:00</td><td class=""data_0_0"">82</td><td class=""data_0_0""> 9/04 08:00</td><td class=""data_0_0"">90</td><td class=""data_0_0""> 9/04 11:00</td><td class=""data_0_0"">113 ]</td><td class=""data_0_0""> 9/05 12:00</td><td class=""data_0_0"">120 ]</td><td class=""data_0_0""> 9/19 15:00</td></tr>"
茂原,0381,1988,127.0,8/11 22:00,127,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1988&amp;month=&amp;day=&amp;view=a5"">1988</a></div></td><td class=""data_0_0"">31</td><td class=""data_0_0""> 9/25 22:00</td><td class=""data_0_0"">46</td><td class=""data_0_0""> 9/25 22:00</td><td class=""data_0_0"">66</td><td class=""data_0_0""> 9/25 24:00</td><td class=""data_0_0"">90</td><td class=""data_0_0""> 9/26 03:00</td><td class=""data_0_0"">127</td><td class=""data_0_0""> 8/11 22:00</td><td class=""data_0_0"">161</td><td class=""data_0_0""> 8/12 13:00</td><td class=""data_0_0"">234</td><td class=""data_0_0""> 9/28 14:00</td></tr>"
茂原,0381,1989,205.0,8/01 19:00,205,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1989&amp;month=&amp;day=&amp;view=a5"">1989</a></div></td><td class=""data_0_0"">29</td><td class=""data_0_0""> 8/01 09:00</td><td class=""data_0_0"">69</td><td class=""data_0_0""> 8/01 09:00</td><td class=""data_0_0"">114</td><td class=""data_0_0""> 8/01 12:00</td><td class=""data_0_0"">173</td><td class=""data_0_0""> 8/01 18:00</td><td class=""data_0_0"">205</td><td class=""data_0_0""> 8/01 19:00</td><td class=""data_0_0"">210</td><td class=""data_0_0""> 8/02 15:00</td><td class=""data_0_0"">211</td><td class=""data_0_0""> 8/03 15:00</td></tr>"
茂原,0381,1990,162.0,10/01 04:00,162,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1990&amp;month=&amp;day=&amp;view=a5"">1990</a></div></td><td class=""data_0_0"">43</td><td class=""data_0_0"">11/04 12:00</td><td class=""data_0_0"">109</td><td class=""data_0_0"">11/04 14:00</td><td class=""data_0_0"">142</td><td class=""data_0_0"">11/04 15:00</td><td class=""data_0_0"">157</td><td class=""data_0_0"">11/04 16:00</td><td class=""data_0_0"">162</td><td class=""data_0_0"">10/01 04:00</td><td class=""data_0_0"">164</td><td class=""data_0_0"">10/01 11:00</td><td class=""data_0_0"">214</td><td class=""data_0_0"">11/30 21:00</td></tr>"
茂原,0381,1991,142.0,10/08 07:00,142,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1991&amp;month=&amp;day=&amp;view=a5"">1991</a></div></td><td class=""data_0_0"">48</td><td class=""data_0_0""> 9/08 08:00</td><td class=""data_0_0"">90</td><td class=""data_0_0""> 9/08 08:00</td><td class=""data_0_0"">103</td><td class=""data_0_0""> 9/08 09:00</td><td class=""data_0_0"">132</td><td class=""data_0_0""> 9/08 10:00</td><td class=""data_0_0"">142</td><td class=""data_0_0"">10/08 07:00</td><td class=""data_0_0"">199</td><td class=""data_0_0"">10/13 11:00</td><td class=""data_0_0"">234</td><td class=""data_0_0"">10/13 16:00</td></tr>"
茂原,0381,1992,104.0,5/31 11:00,104,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1992&amp;month=&amp;day=&amp;view=a5"">1992</a></div></td><td class=""data_0_0"">25</td><td class=""data_0_0""> 5/30 23:00</td><td class=""data_0_0"">47</td><td class=""data_0_0""> 5/30 23:00</td><td class=""data_0_0"">77</td><td class=""data_0_0""> 5/30 23:00</td><td class=""data_0_0"">104</td><td class=""data_0_0""> 5/30 23:00</td><td class=""data_0_0"">104</td><td class=""data_0_0""> 5/31 11:00</td><td class=""data_0_0"">104</td><td class=""data_0_0""> 6/01 11:00</td><td class=""data_0_0"">107</td><td class=""data_0_0""> 5/31 22:00</td></tr>"
茂原,0381,1993,105.0,8/28 03:00,105,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1993&amp;month=&amp;day=&amp;view=a5"">1993</a></div></td><td class=""data_0_0"">34</td><td class=""data_0_0""> 7/15 03:00</td><td class=""data_0_0"">47</td><td class=""data_0_0""> 8/27 09:00</td><td class=""data_0_0"">85</td><td class=""data_0_0""> 8/27 11:00</td><td class=""data_0_0"">98</td><td class=""data_0_0""> 8/27 17:00</td><td class=""data_0_0"">105</td><td class=""data_0_0""> 8/28 03:00</td><td class=""data_0_0"">117</td><td class=""data_0_0""> 8/28 12:00</td><td class=""data_0_0"">117</td><td class=""data_0_0""> 8/29 12:00</td></tr>"
茂原,0381,1994,101.0,3/24 01:00,101,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1994&amp;month=&amp;day=&amp;view=a5"">1994</a></div></td><td class=""data_0_0"">29</td><td class=""data_0_0""> 9/01 20:00</td><td class=""data_0_0"">38</td><td class=""data_0_0""> 2/21 14:00</td><td class=""data_0_0"">53</td><td class=""data_0_0""> 2/21 14:00</td><td class=""data_0_0"">69</td><td class=""data_0_0""> 2/21 17:00</td><td class=""data_0_0"">101</td><td class=""data_0_0""> 3/24 01:00</td><td class=""data_0_0"">108</td><td class=""data_0_0""> 9/15 15:00</td><td class=""data_0_0"">118</td><td class=""data_0_0""> 9/16 10:00</td></tr>"
茂原,0381,1995,255.0,9/17 14:00,255,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1995&amp;month=&amp;day=&amp;view=a5"">1995</a></div></td><td class=""data_0_0"">50</td><td class=""data_0_0""> 6/04 03:00</td><td class=""data_0_0"">78</td><td class=""data_0_0"">10/02 06:00</td><td class=""data_0_0"">102</td><td class=""data_0_0"">10/02 07:00</td><td class=""data_0_0"">171</td><td class=""data_0_0""> 9/17 12:00</td><td class=""data_0_0"">255</td><td class=""data_0_0""> 9/17 14:00</td><td class=""data_0_0"">305</td><td class=""data_0_0""> 9/18 05:00</td><td class=""data_0_0"">327</td><td class=""data_0_0""> 9/18 03:00</td></tr>"
茂原,0381,1996,243.0,7/10 17:00,243 ],False,False,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1996&amp;month=&amp;day=&amp;view=a5"">1996</a></div></td><td class=""data_0_0"">31 ]</td><td class=""data_0_0""> 9/22 14:00</td><td class=""data_0_0"">75 ]</td><td class=""data_0_0""> 9/22 15:00</td><td class=""data_0_0"">139 ]</td><td class=""data_0_0""> 9/22 15:00</td><td class=""data_0_0"">223 ]</td><td class=""data_0_0""> 9/22 16:00</td><td class=""data_0_0"">243 ]</td><td class=""data_0_0""> 7/10 17:00</td><td class=""data_0_0"">337 ]</td><td class=""data_0_0""> 7/11 02:00</td><td class=""data_0_0"">381 ]</td><td class=""data_0_0""> 7/11 12:00</td></tr>"
茂原,0381,1997,74.0,5/25 09:00,74,False,True,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1997&amp;month=&amp;day=&amp;view=a5"">1997</a></div></td><td class=""data_0_0"">28</td><td class=""data_0_0""> 8/23 24:00</td><td class=""data_0_0"">35</td><td class=""data_0_0""> 7/30 09:00</td><td class=""data_0_0"">44</td><td class=""data_0_0""> 7/30 11:00</td><td class=""data_0_0"">62</td><td class=""data_0_0""> 5/25 04:00</td><td class=""data_0_0"">74</td><td class=""data_0_0""> 5/25 09:00</td><td class=""data_0_0"">85</td><td class=""data_0_0""> 4/07 11:00</td><td class=""data_0_0"">99</td><td class=""data_0_0""> 9/19 07:00</td></tr>"
茂原,0381,1998,60.0,10/02 03:00,60 ],False,False,data_0_0,mtx,"<tr class=""mtx"" style=""text-align:right;""><td style=""white-space:nowrap""><div class=""a_print""><a href=""monthly_a1.php?prec_no=45&amp;block_no=0381&amp;year=1998&amp;month=&amp;day=&amp;view=a5"">1998</a></div></td><td class=""data_0_0"">18 ]</td><td class=""data_0_0"">10/01 10:00</td><td class=""data_0_0"">35 ]</td><td class=""data_0_0"">10/01 11:00</td><td class=""data_0_0"">52 ]</td><td class=""data_0_0"">10/01 12:00</td><td class=""data_0_0"">58 ]</td><td class=""data_0_0"">10/01 18:00</td><td class=""data_0_0"">60 ]</td><td class=""data_0_0"">10/02 03:00</td><td class=""data_0_0"">89 ]</td><td class=""data_0_0""> 7/24 12:00</td><td class=""data_0_0"">100 ]</td><td class=""data_0_0""> 7/25 03:00</td></tr>"
